id,labnr,bp,std,cal_bp,cal_std,delta_c13,source_database,lab_name,material,species,feature,feature_type,site,country,lat,lng,site_type,periods,typochronological_units,ecochronological_units,reference
139876,KIA-39290,3455,30,,,,"","",charcoal,,Pit,Open air site,Taoungat 5 (Moulouya),MA,34.9553,-2.4873,Open air site,"[{""periode"": ""Bronze Age""}]","[{""typochronological_unit"": ""Bronze Age""}]","[{""ecochronological_unit"": ""Bronze Age""}]","[{""reference"": ""LinstadterAschrafi.2012Fluss""}, {""reference"": ""MedAfriCarbon""}]"
139877,KIA-39291,5390,35,,,-22.4,"","",charcoal,,Hearth,Open air site,Taoungat 7 (Moulouya),MA,34.9553,-2.4873,Open air site,"[{""periode"": ""Epipalaeolithic with pottery, Early Neolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic with pottery, Early Neolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic with pottery, Early Neolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterMedved.2012Alboran, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
139878,KIA-39295,7840,40,,,-21.6,"","",charcoal,,Pit,Open air site,Hajra 3,MA,34.9339,-2.5577,Open air site,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterKehl.2016Chrono, LinstadterAschrafi.2012Fluss, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
139879,Ly-3000,3485,50,,,,"","",charcoal,,Test - Middle layer,Rock shelter,Mi Merdaz 2 Est,MA,32.6159,-2.8762,Rock shelter,"[{""periode"": ""Bronze Age, Bell Beaker""}]","[{""typochronological_unit"": ""Bronze Age, Bell Beaker""}]","[{""ecochronological_unit"": ""Bronze Age, Bell Beaker""}]","[{""reference"": ""Banadora, Daugas.2006Genemar0607""}, {""reference"": ""MedAfriCarbon""}]"
139880,Ly-3001,3885,50,,,,"","",charcoal,,Test S1 - N°1,Rock shelter,Abri de la Dune,MA,32.6377,-2.899,Rock shelter,"[{""periode"": ""Late Neolithic, Middle Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic, Middle Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic, Middle Neolithic""}]","[{""reference"": ""Banadora, Daugas.2006Genemar0607""}, {""reference"": ""MedAfriCarbon""}]"
139881,Ly-3087,4481,190,,,,"","",bone (animal),,Delta,Cemetery,Skhirat (Rouazi),MA,33.8333,-7.0833,Cemetery,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, Linstadter.2016ClimMobi, ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc, DebenathDaugas.198384ActpaleoMa""}, {""reference"": ""MedAfriCarbon""}]"
139882,Ly-4096,4560,150,,,,"","",charcoal,,,Cemetery,Skhirat (Rouazi),MA,33.8333,-7.0833,Cemetery,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, Linstadter.2016ClimMobi, ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, DaugasRaynal.1989NEoNAMaroc, DebenathDaugas.198384ActpaleoMa""}, {""reference"": ""MedAfriCarbon""}]"
139883,Ly-4097,7710,180,,,,"","",organic matter,,Palaeosoil,Cemetery,Skhirat (Rouazi),MA,33.8333,-7.0833,Cemetery,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""CalPal, Daugas.2002NeolMaroc, DaugasRaynal.1999Synth, DebenathDaugas.198384ActpaleoMa""}, {""reference"": ""MedAfriCarbon""}]"
139884,UQ-1557,4950,150,,,,"","",shell (marine),,Delta,Cemetery,Skhirat (Rouazi),MA,33.8333,-7.0833,Cemetery,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, Linstadter.2016ClimMobi, ZielhoferLinstadter.2006Short, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc, DebenathDaugas.198384ActpaleoMa""}, {""reference"": ""MedAfriCarbon""}]"
139885,UQ-1868,5350,150,,,,"","",bone (human),,S.61,Cemetery,Skhirat (Rouazi),MA,33.8333,-7.0833,Cemetery,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, BenMoussa.2008Ramma, ZielhoferLinstadter.2006Short, Daugas.2002NeolMaroc, DaugasRaynal.1999Synth, DebenathDaugas.198384ActpaleoMa""}, {""reference"": ""MedAfriCarbon""}]"
139887,Poz-58937,5720,35,,,,"","",bone (human),,Skhirat 2,Cemetery,Skhirat (Rouazi),MA,33.8333,-7.0833,Cemetery,"[{""periode"": ""Middle Neolithic""}]","[{""typochronological_unit"": ""Middle Neolithic""}]","[{""ecochronological_unit"": ""Middle Neolithic""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018TheMid, TurekVintr.2016Neolit""}, {""reference"": ""MedAfriCarbon""}]"
139888,Poz-58936,5740,35,,,,"","",bone (human),,Skhirat 1,Cemetery,Skhirat (Rouazi),MA,33.8333,-7.0833,Cemetery,"[{""periode"": ""Middle Neolithic""}]","[{""typochronological_unit"": ""Middle Neolithic""}]","[{""ecochronological_unit"": ""Middle Neolithic""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018TheMid, TurekVintr.2016Neolit""}, {""reference"": ""MedAfriCarbon""}]"
139889,Poz-58938,5800,35,,,,"","",bone (human),,Skhirat 3,Cemetery,Skhirat (Rouazi),MA,33.8333,-7.0833,Cemetery,"[{""periode"": ""Middle Neolithic""}]","[{""typochronological_unit"": ""Middle Neolithic""}]","[{""ecochronological_unit"": ""Middle Neolithic""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018TheMid, TurekVintr.2016Neolit""}, {""reference"": ""MedAfriCarbon""}]"
139890,Ly-3179,5270,70,,,,"","",charcoal,,Pit S1 - Layer 2,Cave,Nif Sebbab,MA,32.8238,-2.8897,Cave,"[{""periode"": ""Middle Neolithic""}]","[{""typochronological_unit"": ""Middle Neolithic""}]","[{""ecochronological_unit"": ""Middle Neolithic""}]","[{""reference"": ""Banadora, Daugas.2006Genemar0607""}, {""reference"": ""MedAfriCarbon""}]"
139891,Ly-3550,3395,30,,,,"","",bone (undetermined),,Pit S1 - 40,Cave,Oued Ben Ghart,MA,32.6362,-2.7197,Cave,[],[],[],"[{""reference"": ""Banadora, Daugas.2006Genemar0607""}, {""reference"": ""MedAfriCarbon""}]"
139892,Ly-3821,6050,120,,,,"","",charcoal,,Phase E - U.S. 1006,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Cardial Neolithic, Early Neolithic""}]","[{""typochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""ecochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""reference"": ""CalPal, Jousse.2017AtlasMammal, Linstadter.2016ClimMobi, BalloucheOuchaou.2012Neol, Linstadter.2010RecRec, OuchaouHossini.2008OsCafTeG, Linstadter.2008Transit, DaugasELIdrissi.2008Marru, DaugasEldrissi.2008DonDoc, BenMoussa.2008Ramma, BartonBouzouggar.2008Hattab, vanWilligen.2006DieNeolNWMittel, BellverGarrdoBravoNieto.2003, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139893,Ly-7287,9910,50,,,,"","",charcoal,,Phase G - U.S. 1039,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, Jousse.2017AtlasMammal, Linstadter.2016ClimMobi, LinstadterEiwanger.2012Human, OuchaouHossini.2008OsCafTeG, Linstadter.2008Transit, BenMoussa.2008Ramma, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139894,Ly-7288,6520,120,,,,"","",charcoal,,Phase E - U.S. 1008,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Cardial Neolithic, Early Neolithic""}]","[{""typochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""ecochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""reference"": ""CalPal, Jousse.2017AtlasMammal, Linstadter.2016ClimMobi, BalloucheOuchaou.2012Neol, Linstadter.2010RecRec, OuchaouHossini.2008OsCafTeG, Linstadter.2008Transit, BenMoussa.2008Ramma, BartonBouzouggar.2008Hattab, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139895,Ly-7695,9865,75,,,,"","",charcoal,,Phase G - U.S. 1038,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, Jousse.2017AtlasMammal, Linstadter.2016ClimMobi, LinstadterEiwanger.2012Human, OuchaouHossini.2008OsCafTeG, Linstadter.2008Transit, BenMoussa.2008Ramma, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139896,Ly-971OxA,6350,85,,,,"","",grain (charred),,SU 1039,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Cardial Neolithic, Early Neolithic""}]","[{""typochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""ecochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018.TheBeg, Jousse.2017AtlasMammal, Linstadter.2016ClimMobi, MoralePerez.2013OrAgriNWA, BalloucheOuchaou.2012Neol, OuchaouHossini.2008OsCafTeG, Linstadter.2008Transit, DaugasEldrissi.2008DonDoc, Carvalho.2008Neolitzacao, BartonBouzouggar.2008Hattab, BalloucheMarinval.2003Palyno, DaugasRaynal.1989NEoNAMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139897,Beta-331985,6190,40,,,,"","",grain,,SU 1101-3,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018.TheBeg, Martinez-SanchezVera-Rodriguez.2018.BeyAdo, Jousse.2017AtlasMammal, MoralesPerez.2016SWAsia, OuchaouHossini.2008OsCafTeG""}, {""reference"": ""MedAfriCarbon""}]"
139898,Beta-331986,5400,30,,,,"","",grain,,Phase B - Unit 1202-2,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Middle Neolithic""}]","[{""typochronological_unit"": ""Middle Neolithic""}]","[{""ecochronological_unit"": ""Middle Neolithic""}]","[{""reference"": ""Jousse.2017AtlasMammal, MoralesPerez.2016SWAsia, OuchaouHossini.2008OsCafTeG""}, {""reference"": ""MedAfriCarbon""}]"
139899,Beta-331987,6390,30,,,,"","",grain,,SU 1204,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018.TheBeg, Martinez-SanchezVera-Rodriguez.2018.BeyAdo, Jousse.2017AtlasMammal, MoralesPerez.2016SWAsia, OuchaouHossini.2008OsCafTeG""}, {""reference"": ""MedAfriCarbon""}]"
139900,Rabat-65,7136,156,,,,"","",charcoal,,Phase F2 - SU 1025 - Initial phase,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Early Neolithic?""}]","[{""typochronological_unit"": ""Early Neolithic?""}]","[{""ecochronological_unit"": ""Early Neolithic?""}]","[{""reference"": ""Jousse.2017AtlasMammal, Linstadter.2016ClimMobi, BalloucheOuchaou.2012Neol, OuchaouHossini.2008OsCafTeG, DaugasELIdrissi.2008Marru, DaugasEldrissi.2008DonDoc, DaugasRaynal.1999Synth""}, {""reference"": ""MedAfriCarbon""}]"
139901,Rabat-66,8765,176,,,,"","",charcoal,,Phase F2 - SU 1028 - Initial phase,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Early Neolithic?""}]","[{""typochronological_unit"": ""Early Neolithic?""}]","[{""ecochronological_unit"": ""Early Neolithic?""}]","[{""reference"": ""Jousse.2017AtlasMammal, Linstadter.2016ClimMobi, OuchaouHossini.2008OsCafTeG, DaugasELIdrissi.2008Marru, DaugasEldrissi.2008DonDoc""}, {""reference"": ""MedAfriCarbon""}]"
139902,Beta-409693,6410,30,,,,"","",bone (animal),,SU 1204-2,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018.TheBeg""}, {""reference"": ""MedAfriCarbon""}]"
139903,Beta-424637,6410,30,,,,"","",tooth (human),,SU 1204-2,Cave,Kaf Taht el Ghar,MA,35.4965,-5.431,Cave,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018.TheBeg""}, {""reference"": ""MedAfriCarbon""}]"
139904,Ly-3003,6410,70,,,,"","",charcoal,,Pit S1- 1 (North),Rock shelter,Grand Ghilen,MA,32.5172,-3.4953,Rock shelter,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""Banadora, Daugas.2006Genemar0607""}, {""reference"": ""MedAfriCarbon""}]"
139905,Ly-3004,6440,60,,,,"","",charcoal,,Pit S1- 2 (South),Rock shelter,Grand Ghilen,MA,32.5172,-3.4953,Rock shelter,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""Banadora, Daugas.2006Genemar0607""}, {""reference"": ""MedAfriCarbon""}]"
139906,OxA-11321,9470,55,,,-23.993,"","",charcoal,,Layer 10,Cave,Ghar Kahal,MA,35.8768,-5.4253,Cave,"[{""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""HogueBarton.2016Microl, LinstadterEiwanger.2012Human, BouzouggarBarton.2008Reeval""}, {""reference"": ""MedAfriCarbon""}]"
139907,OxA-11323,11125,65,,,,"","",charcoal,,Layer 12,Cave,Ghar Kahal,MA,35.8768,-5.4253,Cave,"[{""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""HogueBarton.2016Microl, LinstadterEiwanger.2012Human, BouzouggarBarton.2008Reeval, DaugasELIdrissi.2008Marru, BouzouggarBarton.2006PSMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139908,OxA-11322,11180,65,,,,"","",charcoal,,Layer 12,Cave,Ghar Kahal,MA,35.8768,-5.4253,Cave,"[{""periode"": ""Iberomaurusian""}]","[{""typochronological_unit"": ""Iberomaurusian""}]","[{""ecochronological_unit"": ""Iberomaurusian""}]","[{""reference"": ""HogueBarton.2016Microl, LinstadterEiwanger.2012Human, BouzouggarBarton.2008Reeval, DaugasELIdrissi.2008Marru, BouzouggarBarton.2006PSMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139910,UQ-1556,5600,200,,,,"","",shell (marine),,3b,open air,Oued Tahadart,MA,35.5,-6,open air,"[{""periode"": ""Cardial Neolithic, Early Neolithic""}]","[{""typochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""ecochronological_unit"": ""Cardial Neolithic, Early Neolithic""}]","[{""reference"": ""CalPal, BalloucheOuchaou.2012Neol, Linstadter.2010RecRec, Linstadter.2008Transit, DaugasEldrissi.2008DonDoc, BartonBouzouggar.2008Hattab, DaugasELIdrissi.2008Marru, ZielhoferLinstadter.2006Short, vanWilligen.2006DieNeolNWMittel, BellverGarrdoBravoNieto.2003, DaugasRaynal.1999Synth, DaugasRaynal.1989NEoNAMaroc""}, {""reference"": ""MedAfriCarbon""}]"
139911,Beta-172811,5490,40,,,,"","",bone (human),,,open air,Oued Tahadart,MA,35.5,-6,open air,[],[],[],"[{""reference"": ""DaugasEldrissi.2008DonDoc, DaugasELIdrissi.2008Marru, StambouliMalek.2004CadRad""}, {""reference"": ""MedAfriCarbon""}]"
139912,Beta-182784,5930,40,,,,"","",bone (human),,Taher Sép.,open air,Oued Tahadart,MA,35.5,-6,open air,"[{""periode"": ""Early Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018.TheBeg""}, {""reference"": ""MedAfriCarbon""}]"
139913,Auck. W-1518,4300,80,,,,"","",bone (human),,,necropol,El Kiffen,MA,33.33,-7.6,necropol,"[{""periode"": ""Final Neolithic, Mediterranean Neolithic""}]","[{""typochronological_unit"": ""Final Neolithic, Mediterranean Neolithic""}]","[{""ecochronological_unit"": ""Final Neolithic, Mediterranean Neolithic""}]","[{""reference"": ""CalPal, Linstadter.2016ClimMobi, BenMoussa.2008Ramma, ZielhoferLinstadter.2006Short, Guilaine.2004Campan, Daugas.2002NeolMaroc, LubellSheppard.1991Maghreb, PosnanskyMcIntosh.1976NewRadDa, Camps.1974TablChron2, CampsDelibrias.1973ChroCiv, CampsDelibrias.1968ChroAbs, Camps.1968TablChronPRec, deBayledesHermes.1965Dat, BailloudMiegdeBoozheim.1964ElKiffen""}, {""reference"": ""MedAfriCarbon""}]"
139914,Auck. W-1510,3100,200,,,,"","",charcoal,,,necropol,El Kiffen,MA,33.33,-7.6,necropol,"[{""periode"": ""Mediterranean Neolithic""}]","[{""typochronological_unit"": ""Mediterranean Neolithic""}]","[{""ecochronological_unit"": ""Mediterranean Neolithic""}]","[{""reference"": ""BenMoussa.2008Ramma, Daugas.2002NeolMaroc, LubellSheppard.1991Maghreb, PosnanskyMcIntosh.1976NewRadDa, Camps.1974TablChron2, CampsDelibrias.1973ChroCiv, CampsDelibrias.1968ChroAbs, Camps.1968TablChronPRec, deBayledesHermes.1965Dat, BailloudMiegdeBoozheim.1964ElKiffen""}, {""reference"": ""MedAfriCarbon""}]"
139915,Col-2373.1.1,5326,38,,,,"","",charred seed,,INES-7,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Early Neolithic C""}]","[{""typochronological_unit"": ""Early Neolithic C""}]","[{""ecochronological_unit"": ""Early Neolithic C""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139916,Col-2376.1.1,5644,40,,,,"","",charred seed,,INES-7,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Early Neolithic C""}]","[{""typochronological_unit"": ""Early Neolithic C""}]","[{""ecochronological_unit"": ""Early Neolithic C""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139917,Col-2372.1.1,5832,37,,,,"","",charred seed,,INES-7,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Early Neolithic C""}]","[{""typochronological_unit"": ""Early Neolithic C""}]","[{""ecochronological_unit"": ""Early Neolithic C""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139918,Col-2374.1.1,5779,38,,,,"","",charred seed,,INES-6,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Early Neolithic B""}]","[{""typochronological_unit"": ""Early Neolithic B""}]","[{""ecochronological_unit"": ""Early Neolithic B""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139919,Col-2371.1.1,5975,38,,,,"","",charred seed,,INES-6,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Early Neolithic B""}]","[{""typochronological_unit"": ""Early Neolithic B""}]","[{""ecochronological_unit"": ""Early Neolithic B""}]","[{""reference"": ""Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139920,Col-2377.1.1,6288,40,,,,"","",charred seed,,INES-5,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Early Neolithic A""}]","[{""typochronological_unit"": ""Early Neolithic A""}]","[{""ecochronological_unit"": ""Early Neolithic A""}]","[{""reference"": ""LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139921,Beta-396666,7760,30,,,,"","",charred seed,,INES-4,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Late Epipalaeolithic""}]","[{""typochronological_unit"": ""Late Epipalaeolithic""}]","[{""ecochronological_unit"": ""Late Epipalaeolithic""}]","[{""reference"": ""LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139922,Beta-396672,7820,30,,,,"","",charred seed,,INES-4,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Late Epipalaeolithic""}]","[{""typochronological_unit"": ""Late Epipalaeolithic""}]","[{""ecochronological_unit"": ""Late Epipalaeolithic""}]","[{""reference"": ""LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139923,Col-2381.1.1,7835,45,,,,"","",charred seed,,INES-4,rock shelter,Ifri n'Etsedda,MA,34.999,-2.5369,rock shelter,"[{""periode"": ""Late Epipalaeolithic""}]","[{""typochronological_unit"": ""Late Epipalaeolithic""}]","[{""ecochronological_unit"": ""Late Epipalaeolithic""}]","[{""reference"": ""LinstadterKehl.2016Chrono, LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
